day_id,city_id,temperature_celsius,condition_text,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset
D1506,C059,25.0,,6.8,170,1016.0,0.0,74,0,26.4,10.0,1.0,24.2,2,06:48 AM,07:02 PM
D1507,C059,25.0,,16.9,160,1014.0,0.0,89,0,26.9,10.0,1.0,41.3,2,06:49 AM,07:01 PM
D1508,C059,25.0,,25.9,150,1013.0,0.0,89,0,27.0,10.0,1.0,49.5,2,06:49 AM,06:59 PM
D1509,C060,29.0,Cloudy and Overcast,11.2,70,1008.0,0.0,75,100,33.8,24.0,1.0,19.4,1,06:27 AM,06:44 PM
D1510,C060,31.0,,22.0,90,1008.0,0.1,71,100,39.2,24.0,6.0,40.3,1,06:27 AM,06:43 PM
D1511,C060,31.0,,9.0,190,1012.0,0.3,71,75,39.5,24.0,6.0,21.6,1,06:27 AM,06:43 PM
D1512,C060,27.0,Light Precipitation,11.2,220,1012.0,0.5,89,100,29.7,16.0,6.0,19.4,1,06:27 AM,06:43 PM
D1513,C060,29.0,,13.0,240,1011.0,0.7,79,100,33.3,24.0,6.0,14.8,1,06:27 AM,06:42 PM
D1514,C060,27.7,Rain Showers,6.5,222,1012.0,0.4,74,77,30.9,10.0,6.0,9.7,1,06:27 AM,06:42 PM
D1515,C060,30.0,,6.8,20,1011.0,0.0,75,75,36.0,24.0,7.0,16.9,1,06:27 AM,06:41 PM
D1516,C060,31.0,Partly Cloudy,19.1,100,1011.0,0.1,75,50,39.1,32.0,6.0,29.5,1,06:26 AM,06:41 PM
D1517,C060,31.6,,11.2,120,1011.0,0.3,72,75,40.7,24.0,6.0,24.8,1,06:26 AM,06:40 PM
D1518,C060,30.0,,15.1,60,1012.0,0.0,75,75,35.7,24.0,6.0,22.3,1,06:26 AM,06:39 PM
D1519,C060,31.0,,13.0,50,1011.0,0.2,75,75,38.8,24.0,6.0,25.9,1,06:26 AM,06:39 PM
D1520,C060,31.0,,6.8,40,1010.0,0.0,75,50,38.7,32.0,7.0,22.3,1,06:26 AM,06:38 PM
D1521,C060,31.0,Partly Cloudy,6.8,120,1010.0,0.1,75,50,38.1,32.0,6.0,21.6,1,06:26 AM,06:38 PM
D1522,C060,31.0,Cloudy and Overcast,6.8,50,1010.0,0.6,75,100,39.3,24.0,6.0,30.6,1,06:26 AM,06:37 PM
D1523,C060,30.0,,22.0,110,1010.0,0.0,75,75,36.6,24.0,6.0,43.9,1,06:25 AM,06:37 PM
D1524,C060,31.0,,11.2,70,1011.0,0.0,71,75,37.3,24.0,7.0,28.8,1,06:25 AM,06:36 PM
D1525,C060,28.0,Cloudy and Overcast,6.1,100,1010.0,0.0,84,100,31.7,24.0,1.0,11.9,1,06:25 AM,06:35 PM
D1526,C060,30.0,,13.0,100,1012.0,0.1,75,75,36.2,24.0,6.0,21.2,1,06:25 AM,06:35 PM
D1527,C060,29.0,,19.1,50,1011.0,0.1,79,75,33.9,24.0,6.0,20.5,1,06:25 AM,06:35 PM
D1528,C060,29.0,,13.0,100,1010.0,0.4,79,100,34.2,24.0,6.0,39.2,1,06:25 AM,06:34 PM
D1529,C060,29.0,,20.2,190,1011.0,0.75,79,100,35.8,24.0,6.0,13.4,1,06:24 AM,06:33 PM
D1530,C060,30.0,Cloudy and Overcast,13.0,340,1011.0,1.57,75,100,38.1,24.0,6.0,27.0,1,06:24 AM,06:33 PM
D1531,C060,30.0,Cloudy and Overcast,6.8,70,1009.0,1.13,79,100,36.7,24.0,6.0,24.6,1,06:24 AM,06:32 PM
D1532,C060,30.0,,19.1,80,992.0,0.01,75,75,36.2,24.0,6.0,17.9,1,06:24 AM,06:32 PM
D1533,C060,31.0,,13.0,100,1008.0,0.0,75,75,38.3,24.0,7.0,23.8,1,06:24 AM,06:31 PM
D1534,C060,28.0,Cloudy and Overcast,22.0,70,1009.0,0.79,84,100,32.5,23.0,6.0,37.9,1,06:24 AM,06:31 PM
D1535,C061,26.0,,15.1,150,1021.0,0.0,70,75,27.1,10.0,7.0,19.8,1,06:21 AM,06:01 PM
D1536,C061,22.0,,13.0,140,1021.0,0.0,78,50,24.5,10.0,6.0,21.2,1,06:21 AM,06:01 PM
D1537,C061,21.0,Partly Cloudy,15.1,160,1020.0,0.0,69,25,21.0,10.0,1.0,26.3,1,06:21 AM,06:01 PM
D1538,C061,22.0,,9.0,80,1021.0,0.0,65,50,24.6,10.0,1.0,20.2,1,06:20 AM,06:01 PM
D1539,C061,22.0,,19.1,70,1022.0,0.0,88,50,24.5,10.0,1.0,27.0,1,06:19 AM,06:01 PM
D1540,C061,23.0,,25.9,80,1022.0,0.0,78,75,25.0,10.0,1.0,38.5,1,06:18 AM,06:02 PM
D1541,C061,22.0,,20.2,100,1021.0,0.0,78,50,24.5,10.0,1.0,34.2,1,06:17 AM,06:02 PM
D1542,C061,22.0,,15.1,100,1019.0,0.0,78,50,24.6,10.0,1.0,27.7,1,06:16 AM,06:02 PM
D1543,C061,22.0,,11.2,110,1018.0,0.0,73,25,24.5,10.0,1.0,20.9,1,06:15 AM,06:02 PM
D1544,C061,19.0,,6.8,320,1018.0,0.1,94,50,19.0,10.0,1.0,13.7,1,06:15 AM,06:03 PM
D1545,C061,19.0,,6.8,320,1019.0,0.1,88,25,19.0,10.0,1.0,15.5,1,06:14 AM,06:03 PM
D1546,C061,20.0,,3.6,137,1021.0,0.0,88,25,20.0,10.0,1.0,18.0,1,06:13 AM,06:03 PM
D1547,C061,23.0,Partly Cloudy,11.2,110,1021.0,0.0,73,75,25.1,10.0,1.0,22.3,1,06:12 AM,06:03 PM
D1548,C061,22.0,Cloudy and Overcast,16.9,120,1021.0,0.0,88,50,24.5,8.0,1.0,29.9,1,06:11 AM,06:03 PM
D1549,C061,22.0,,19.1,80,1020.0,0.0,88,75,24.5,10.0,1.0,22.7,1,06:10 AM,06:04 PM
D1550,C061,22.0,Partly Cloudy,11.2,70,1021.0,0.0,88,50,24.5,10.0,1.0,25.9,1,06:09 AM,06:04 PM
D1551,C061,24.0,,6.8,120,1019.0,0.0,69,50,25.6,10.0,6.0,23.0,1,06:07 AM,06:04 PM
D1552,C061,21.0,,3.6,10,1019.0,0.1,83,50,21.0,10.0,1.0,21.2,1,06:07 AM,06:04 PM
D1553,C061,23.0,Cloudy and Overcast,24.1,90,1020.0,0.0,73,50,25.1,10.0,1.0,29.9,1,06:06 AM,06:04 PM
D1554,C061,22.0,,16.9,90,1020.0,0.1,88,50,24.5,10.0,1.0,23.0,1,06:06 AM,06:05 PM
D1555,C061,22.0,,6.8,90,1019.0,0.0,78,50,24.5,10.0,1.0,25.0,1,06:05 AM,06:05 PM
D1556,C061,22.0,Partly Cloudy,11.2,90,1019.0,0.01,88,50,24.5,10.0,1.0,27.4,1,06:04 AM,06:05 PM
D1557,C061,23.0,Cloudy and Overcast,19.1,110,1020.0,0.01,83,75,25.1,10.0,1.0,31.4,1,06:03 AM,06:05 PM
D1558,C061,24.0,,19.1,90,1020.0,0.01,78,50,26.0,10.0,1.0,31.6,1,06:02 AM,06:05 PM
D1559,C061,23.0,,15.1,90,1019.0,0.14,83,75,25.1,10.0,1.0,24.6,1,06:01 AM,06:06 PM
D1560,C061,21.0,,3.6,10,1021.0,0.0,73,25,21.0,10.0,1.0,28.0,1,06:00 AM,06:06 PM
D1561,C062,22.0,,20.2,170,1002.0,0.0,73,50,24.5,10.0,6.0,22.3,1,06:50 AM,08:12 PM
D1562,C062,20.0,,22.0,360,1003.0,0.2,68,75,20.0,10.0,1.0,6.5,1,06:51 AM,08:10 PM
D1563,C062,20.0,,13.0,330,1009.0,0.0,73,0,20.0,10.0,1.0,9.7,1,06:51 AM,08:10 PM
D1564,C062,20.0,,13.0,330,1017.0,0.0,68,25,20.0,10.0,1.0,6.5,1,06:52 AM,08:08 PM
D1565,C062,23.0,,11.2,110,1019.0,0.0,78,75,25.1,10.0,1.0,4.0,1,06:53 AM,08:07 PM
D1566,C062,22.0,,15.1,340,1021.0,0.0,61,0,24.6,10.0,1.0,10.1,1,06:55 AM,08:05 PM
D1567,C062,24.0,,15.1,340,1021.0,0.0,50,0,25.4,10.0,1.0,14.0,1,06:56 AM,08:03 PM
D1568,C062,24.0,,13.0,330,1019.0,0.0,57,0,25.7,10.0,1.0,22.7,1,06:57 AM,08:01 PM
D1569,C062,22.0,Clear and Sunny,11.2,320,1020.0,0.0,69,0,24.6,10.0,1.0,7.6,2,06:58 AM,08:00 PM
D1570,C062,23.0,,15.1,330,1018.0,0.0,57,0,24.8,10.0,1.0,28.8,1,06:59 AM,07:58 PM
D1571,C062,24.0,,16.9,340,1018.0,0.0,50,0,25.2,10.0,1.0,27.7,2,07:00 AM,07:56 PM
D1572,C062,24.0,Clear and Sunny,15.1,340,1017.0,0.0,54,0,25.3,10.0,1.0,25.9,2,07:01 AM,07:54 PM
D1573,C062,25.0,Clear and Sunny,16.9,340,1017.0,0.0,54,0,26.1,10.0,1.0,22.0,2,07:02 AM,07:52 PM
D1574,C062,24.0,,16.9,330,1017.0,0.0,57,0,25.6,10.0,1.0,3.6,2,07:04 AM,07:51 PM
D1575,C062,23.0,,6.8,30,1014.0,0.0,73,0,25.0,10.0,1.0,2.2,2,07:05 AM,07:49 PM
D1576,C062,24.0,Partly Cloudy,6.8,60,1016.0,0.0,74,75,25.6,10.0,1.0,5.0,2,07:06 AM,07:47 PM
D1577,C062,24.0,,9.0,30,1018.0,0.0,74,25,25.8,10.0,6.0,10.4,1,07:08 AM,07:43 PM
D1578,C062,23.0,,6.8,40,1017.0,0.0,78,25,25.0,10.0,1.0,9.7,1,07:08 AM,07:43 PM
D1579,C062,23.0,Clear and Sunny,9.0,320,1016.0,0.0,69,0,25.0,10.0,1.0,14.4,1,07:09 AM,07:42 PM
D1580,C062,23.0,,6.8,350,1017.0,0.0,73,75,25.0,10.0,1.0,13.3,1,07:10 AM,07:40 PM
D1581,C062,25.0,,31.0,70,1015.0,0.57,79,0,26.6,10.0,1.0,13.1,1,07:12 AM,07:38 PM
D1582,C062,22.0,,16.9,320,1014.0,0.0,83,25,24.6,10.0,1.0,15.9,1,07:13 AM,07:36 PM
D1583,C062,23.0,,9.0,20,1015.0,0.0,73,75,25.1,10.0,1.0,3.6,1,07:14 AM,07:34 PM
D1584,C062,21.0,Rain Showers,24.1,80,1012.0,0.15,78,75,21.0,10.0,1.0,9.9,1,07:15 AM,07:32 PM
D1585,C062,20.0,Rain Showers,19.1,320,1006.0,0.14,88,75,20.0,10.0,1.0,8.6,1,07:16 AM,07:31 PM
D1586,C062,20.0,,20.2,280,1007.0,0.0,53,0,20.0,10.0,1.0,24.1,1,07:17 AM,07:29 PM
D1587,C063,26.0,Partly Cloudy,11.2,260,1018.0,0.0,32,25,29.0,10.0,4.0,6.1,2,06:05 AM,07:41 PM
D1588,C063,18.0,,3.6,355,1018.0,0.0,60,0,18.0,10.0,5.0,15.1,1,06:07 AM,07:39 PM
D1589,C063,10.0,,3.6,193,1020.0,0.0,82,25,8.8,10.0,6.0,10.4,1,06:07 AM,07:39 PM
D1590,C063,10.0,Partly Cloudy,3.6,207,1017.0,0.0,82,50,8.2,10.0,6.0,14.8,1,06:08 AM,07:37 PM
D1591,C063,11.0,,3.6,10,1012.0,0.2,87,50,8.8,10.0,5.0,21.2,1,06:09 AM,07:35 PM
D1592,C063,9.0,,3.6,316,1015.0,0.0,93,25,6.6,10.0,6.0,18.0,1,06:11 AM,07:33 PM
D1593,C063,5.0,,3.6,10,1018.0,0.0,93,0,2.6,10.0,6.0,11.5,1,06:12 AM,07:31 PM
D1594,C063,10.0,,3.6,178,1019.0,0.0,87,25,7.7,10.0,7.0,19.4,1,06:13 AM,07:29 PM
D1595,C063,20.0,Clear and Sunny,3.6,191,1015.0,0.0,32,0,20.0,10.0,7.0,25.2,2,06:15 AM,07:27 PM
D1596,C063,12.0,Moderate to Heavy Rain,22.0,270,1006.0,0.0,94,75,10.1,10.0,3.0,20.2,1,06:16 AM,07:25 PM
D1597,C063,7.0,,19.1,70,1019.0,0.0,81,0,3.5,10.0,6.0,24.5,1,06:17 AM,07:23 PM
D1598,C063,7.0,Clear and Sunny,19.1,80,1012.0,0.0,81,0,5.2,10.0,1.0,10.8,1,06:19 AM,07:21 PM
D1599,C063,9.0,Partly Cloudy,11.2,340,1013.0,0.1,87,75,6.1,10.0,1.0,23.0,1,06:20 AM,07:19 PM
D1600,C063,0.0,,3.6,308,1021.0,0.0,93,25,-4.3,10.0,1.0,16.6,1,06:21 AM,07:17 PM
D1601,C063,-2.0,,3.6,10,1019.0,0.0,86,0,-3.5,10.0,5.0,5.0,1,06:23 AM,07:15 PM
D1602,C063,-1.0,,3.6,193,1013.0,0.0,93,0,-1.9,10.0,1.0,3.2,1,06:24 AM,07:12 PM
D1603,C063,11.0,,3.6,238,1008.0,0.0,94,75,10.2,10.0,1.0,9.0,1,06:27 AM,07:08 PM
D1604,C063,8.0,,3.6,314,1009.0,0.3,87,75,6.8,10.0,1.0,8.6,1,06:27 AM,07:08 PM
D1605,C063,7.0,,3.6,291,1013.0,0.0,87,75,5.4,10.0,1.0,9.4,1,06:28 AM,07:06 PM
D1606,C063,8.0,,3.6,5,1012.0,0.1,87,75,6.5,10.0,1.0,10.1,1,06:30 AM,07:04 PM
D1607,C063,7.0,,3.6,349,1016.0,0.03,81,75,3.5,10.0,1.0,23.6,1,06:31 AM,07:02 PM
D1608,C063,0.0,,3.6,290,1023.0,0.01,93,0,-2.9,10.0,1.0,9.9,1,06:32 AM,07:00 PM
D1609,C063,0.0,,3.6,271,1022.0,0.0,93,0,-3.7,10.0,1.0,13.2,1,06:34 AM,06:58 PM
D1610,C063,1.0,,3.6,10,1018.0,0.0,86,25,-3.6,10.0,1.0,20.3,1,06:35 AM,06:56 PM
D1611,C063,1.0,,3.6,187,1023.0,0.0,86,0,-2.6,10.0,1.0,13.7,1,06:36 AM,06:54 PM
D1612,C063,12.0,Partly Cloudy,25.9,140,1015.0,0.04,41,75,11.0,10.0,1.0,11.6,1,06:38 AM,06:51 PM
D1613,C064,25.0,,3.6,175,1006.0,0.3,65,50,26.3,10.0,5.0,14.4,1,06:04 AM,07:23 PM
D1614,C064,18.0,,13.0,40,1007.0,2.4,94,100,18.0,10.0,1.0,4.0,1,06:05 AM,07:21 PM
D1615,C064,19.0,,11.2,300,1011.0,3.1,94,75,19.0,10.0,1.0,9.0,1,06:05 AM,07:21 PM
D1616,C064,19.0,,4.0,290,1018.0,0.0,88,0,19.0,10.0,1.0,15.8,1,06:06 AM,07:20 PM
D1617,C064,20.0,,9.0,340,1019.0,0.0,83,0,20.0,10.0,1.0,19.8,1,06:07 AM,07:18 PM
D1618,C064,21.0,,3.6,10,1019.0,0.0,78,0,21.0,10.0,1.0,23.4,1,06:08 AM,07:16 PM
D1619,C064,27.0,,28.1,350,1015.0,0.0,37,0,27.6,10.0,1.0,24.5,1,06:10 AM,07:15 PM
D1620,C064,23.0,,33.1,360,1013.0,0.0,47,0,25.0,10.0,1.0,30.6,1,06:11 AM,07:13 PM
D1621,C064,25.0,Clear and Sunny,20.2,10,1015.0,0.0,39,0,26.1,10.0,1.0,37.1,1,06:12 AM,07:11 PM
D1622,C064,25.0,,16.9,360,1016.0,0.0,47,0,26.2,10.0,1.0,29.5,1,06:13 AM,07:09 PM
D1623,C064,26.0,,13.0,360,1016.0,0.0,45,0,27.3,10.0,1.0,29.5,1,06:14 AM,07:08 PM
D1624,C064,26.0,,16.9,360,1015.0,0.0,39,0,26.6,10.0,1.0,29.5,1,06:15 AM,07:06 PM
D1625,C064,25.0,Clear and Sunny,16.9,350,1016.0,0.0,34,0,25.5,10.0,1.0,29.5,1,06:16 AM,07:04 PM
D1626,C064,20.0,,4.0,330,1016.0,0.0,68,0,20.0,10.0,1.0,26.3,1,06:17 AM,07:02 PM
D1627,C064,21.0,,3.6,10,1015.0,0.0,64,0,21.0,10.0,1.0,16.6,1,06:18 AM,07:01 PM
D1628,C064,20.0,,6.1,340,1017.0,0.0,73,0,20.0,10.0,1.0,11.2,2,06:19 AM,06:59 PM
D1629,C064,29.0,,3.6,206,1016.0,0.0,43,50,28.3,10.0,7.0,5.8,2,06:21 AM,06:55 PM
D1630,C064,21.0,,3.6,8,1017.0,0.0,78,0,21.0,10.0,1.0,18.7,2,06:21 AM,06:55 PM
D1631,C064,22.0,,3.6,10,1017.0,0.0,78,25,24.6,10.0,1.0,15.8,1,06:22 AM,06:53 PM
D1632,C064,22.0,,3.6,10,1018.0,0.0,73,50,24.6,10.0,1.0,15.1,1,06:23 AM,06:52 PM
D1633,C064,21.0,,6.8,350,1017.0,0.0,83,0,21.0,10.0,1.0,17.4,1,06:24 AM,06:50 PM
D1634,C064,24.0,,3.6,10,1016.0,0.0,69,0,25.3,10.0,1.0,7.6,1,06:25 AM,06:48 PM
D1635,C064,22.0,,3.6,22,1016.0,0.0,73,0,24.6,10.0,1.0,13.2,1,06:26 AM,06:46 PM
D1636,C064,23.0,,4.0,330,1016.0,0.0,69,0,24.7,10.0,1.0,12.9,1,06:27 AM,06:44 PM
D1637,C064,20.0,,6.8,330,1015.0,0.01,88,25,20.0,10.0,1.0,9.1,2,06:28 AM,06:43 PM
D1638,C064,22.0,,11.2,340,1015.0,0.0,78,0,24.5,10.0,1.0,13.6,3,06:30 AM,06:41 PM
D1639,C065,24.0,,11.2,280,1013.0,0.0,78,0,25.6,5.0,6.0,13.7,1,06:59 AM,07:58 PM
D1640,C065,21.0,,9.0,230,1012.0,0.0,100,50,21.0,5.0,1.0,16.9,1,06:59 AM,07:56 PM
D1641,C065,18.0,,3.6,10,1014.0,0.0,94,75,18.0,5.0,1.0,4.0,1,06:59 AM,07:56 PM
D1642,C065,19.0,Clear and Sunny,6.1,210,1016.0,0.0,94,0,19.0,5.0,1.0,15.5,1,07:00 AM,07:55 PM
D1643,C065,22.0,,13.0,280,1016.0,0.0,83,75,24.5,5.0,1.0,22.7,1,07:01 AM,07:54 PM
D1644,C065,21.0,,6.1,130,1009.0,0.4,78,50,21.0,5.0,1.0,15.8,1,07:01 AM,07:52 PM
D1645,C065,18.0,,3.6,10,1011.0,0.0,88,0,18.0,5.0,1.0,14.8,1,07:02 AM,07:51 PM
D1646,C065,19.0,,3.6,10,1015.0,0.0,94,0,19.0,5.0,1.0,6.1,1,07:03 AM,07:50 PM
D1647,C065,18.0,,3.6,10,1016.0,0.0,100,50,18.0,5.0,1.0,12.6,1,07:03 AM,07:48 PM
D1648,C065,19.0,,3.6,10,1015.0,0.0,100,50,19.0,5.0,1.0,10.1,1,07:04 AM,07:47 PM
D1649,C065,20.0,,3.6,10,1016.0,0.0,100,0,20.0,5.0,1.0,11.2,1,07:05 AM,07:46 PM
D1650,C065,20.0,,3.6,10,1016.0,0.0,94,50,20.0,5.0,1.0,1.1,1,07:06 AM,07:44 PM
D1651,C065,19.0,,3.6,10,1016.0,0.0,100,0,19.0,5.0,1.0,5.4,1,07:06 AM,07:43 PM
D1652,C065,19.0,,3.6,10,1017.0,0.0,100,25,19.0,5.0,1.0,6.1,1,07:07 AM,07:42 PM
D1653,C065,19.0,,3.6,10,1016.0,0.0,100,50,19.0,5.0,1.0,13.7,1,07:08 AM,07:40 PM
D1654,C065,19.0,Clear and Sunny,3.6,10,1016.0,0.0,94,0,19.0,5.0,1.0,13.3,1,07:08 AM,07:39 PM
D1655,C065,25.0,,11.2,310,1011.0,0.0,79,50,26.5,5.0,6.0,18.4,1,07:10 AM,07:36 PM
D1656,C065,21.0,,6.1,270,1012.0,0.0,100,0,21.0,5.0,1.0,11.2,1,07:10 AM,07:36 PM
D1657,C065,19.0,,3.6,10,1014.0,0.0,94,50,19.0,5.0,1.0,7.2,1,07:10 AM,07:35 PM
D1658,C065,19.0,,6.1,220,1013.0,0.0,94,75,19.0,6.0,1.0,13.0,1,07:11 AM,07:33 PM
D1659,C065,18.0,,6.1,180,1018.0,0.0,83,50,18.0,5.0,1.0,3.2,1,07:12 AM,07:32 PM
D1660,C065,18.0,,3.6,10,1019.0,0.0,88,50,18.0,6.0,1.0,18.5,1,07:13 AM,07:31 PM
D1661,C065,17.0,,3.6,10,1017.0,0.0,94,50,17.0,5.0,1.0,6.5,1,07:13 AM,07:29 PM
D1662,C065,16.0,,3.6,10,1017.0,0.0,94,50,16.0,5.0,1.0,11.8,1,07:14 AM,07:28 PM
D1663,C065,16.0,,3.6,10,1016.0,0.0,94,0,16.0,5.0,1.0,6.1,1,07:15 AM,07:26 PM
D1664,C065,14.0,,3.6,10,1017.0,0.0,100,0,13.0,6.0,1.0,20.3,1,07:15 AM,07:25 PM
D1665,C066,21.0,,16.9,140,1033.0,0.1,64,75,21.0,10.0,5.0,10.1,1,06:06 AM,05:36 PM
D1666,C066,17.0,,6.8,230,1028.0,0.1,88,75,17.0,10.0,1.0,9.0,2,06:05 AM,05:37 PM
D1667,C066,17.0,,6.1,290,1022.0,0.0,88,0,17.0,10.0,1.0,14.8,1,06:05 AM,05:37 PM
D1668,C066,19.4,,11.2,8,1015.0,0.0,77,0,19.4,10.0,1.0,20.2,1,06:04 AM,05:37 PM
D1669,C066,19.0,,16.9,210,1018.0,0.0,78,0,19.0,10.0,1.0,22.0,1,06:03 AM,05:38 PM
D1670,C066,20.0,,6.1,230,1017.0,0.0,94,0,20.0,10.0,1.0,6.8,1,06:02 AM,05:38 PM
D1671,C066,19.0,,6.1,300,1017.0,0.0,88,0,19.0,10.0,1.0,15.1,1,06:00 AM,05:38 PM
D1672,C066,20.0,Partly Cloudy,13.0,230,1018.0,0.0,94,75,20.0,10.0,1.0,14.4,2,05:59 AM,05:39 PM
D1673,C066,23.0,,25.9,180,1016.0,0.0,78,75,25.0,10.0,1.0,40.0,1,05:58 AM,05:39 PM
D1674,C066,20.0,,6.1,200,1020.0,0.0,68,75,20.0,10.0,1.0,4.3,3,05:57 AM,05:40 PM
D1675,C066,18.0,,3.6,27,1019.0,0.0,88,0,18.0,10.0,1.0,16.2,1,05:56 AM,05:40 PM
D1676,C066,21.0,,15.1,50,1019.0,0.0,88,75,21.0,10.0,1.0,16.9,1,05:55 AM,05:40 PM
D1677,C066,21.0,,11.2,30,1015.0,0.0,88,0,21.0,10.0,1.0,11.9,1,05:54 AM,05:41 PM
D1678,C066,23.4,,12.6,20,1007.0,0.0,43,0,24.7,10.0,1.0,26.3,1,05:53 AM,05:41 PM
D1679,C066,20.0,,33.1,190,1018.0,0.0,68,75,20.0,10.0,1.0,49.0,1,05:52 AM,05:42 PM
D1680,C066,16.0,,24.1,220,1032.0,0.0,72,75,16.0,10.0,1.0,25.9,1,05:51 AM,05:42 PM
D1681,C066,31.0,Partly Cloudy,20.2,20,1012.0,0.0,29,25,32.0,8.0,7.0,31.7,2,05:49 AM,05:43 PM
D1682,C066,20.0,,13.0,30,1015.0,0.0,73,0,20.0,10.0,1.0,27.7,1,05:49 AM,05:43 PM
D1683,C066,28.0,,19.1,350,1007.0,0.0,35,0,27.4,10.0,1.0,39.6,1,05:48 AM,05:43 PM
D1684,C066,21.0,,20.2,180,1014.0,0.1,73,50,21.0,10.0,1.0,26.6,1,05:47 AM,05:43 PM
D1685,C066,21.0,,9.0,130,1022.0,0.36,69,75,21.0,10.0,1.0,14.8,1,05:46 AM,05:44 PM
D1686,C066,19.0,,11.2,40,1018.0,0.0,78,0,19.0,10.0,1.0,23.6,1,05:44 AM,05:44 PM
D1687,C066,20.8,,6.1,67,1014.0,0.0,91,24,20.8,10.0,1.0,9.8,1,05:43 AM,05:45 PM
D1688,C066,21.0,,28.1,210,1018.0,0.0,73,0,21.0,10.0,1.0,28.6,1,05:42 AM,05:45 PM
D1689,C066,21.0,,6.1,270,1014.0,0.0,94,25,21.0,10.0,1.0,9.0,1,05:41 AM,05:45 PM
D1690,C066,22.0,,6.8,210,1015.0,0.0,94,50,24.5,10.0,1.0,13.6,2,05:40 AM,05:46 PM
D1691,C067,20.0,,6.1,300,1031.0,0.0,43,0,20.0,10.0,7.0,18.0,2,07:05 AM,06:41 PM
D1692,C067,16.0,,19.1,70,1028.0,0.0,48,0,16.0,10.0,1.0,19.8,2,07:04 AM,06:41 PM
D1693,C067,16.0,,6.8,80,1026.0,0.0,42,0,16.0,10.0,1.0,11.5,2,07:04 AM,06:41 PM
D1694,C067,15.0,,6.8,90,1024.0,0.0,48,0,14.9,10.0,1.0,16.6,2,07:03 AM,06:41 PM
D1695,C067,15.0,,6.1,100,1023.0,0.0,31,0,14.6,10.0,1.0,21.2,2,07:02 AM,06:41 PM
D1696,C067,15.0,,6.8,110,1023.0,0.0,17,0,15.1,10.0,1.0,14.4,1,07:01 AM,06:42 PM
D1697,C067,16.0,,11.2,90,1024.0,0.0,22,0,16.0,10.0,1.0,17.3,1,07:00 AM,06:42 PM
D1698,C067,15.0,,6.1,120,1025.0,0.0,21,0,14.8,10.0,1.0,17.3,1,06:59 AM,06:42 PM
D1699,C067,16.0,,6.8,120,1026.0,0.0,27,0,16.0,10.0,1.0,26.3,1,06:58 AM,06:43 PM
D1700,C067,20.0,,9.0,120,1026.0,0.0,19,0,20.0,10.0,1.0,13.7,2,06:57 AM,06:43 PM
D1701,C067,22.0,,4.0,150,1025.0,0.0,15,0,22.1,10.0,1.0,21.2,1,06:57 AM,06:43 PM
D1702,C067,21.0,,11.2,110,1024.0,0.0,15,0,21.0,10.0,1.0,15.8,4,06:56 AM,06:43 PM
D1703,C067,19.0,,4.0,50,1024.0,0.0,37,0,19.0,10.0,1.0,9.0,3,06:55 AM,06:44 PM
D1704,C067,17.0,,6.1,290,1023.0,0.0,34,0,17.0,10.0,1.0,27.4,2,06:54 AM,06:44 PM
D1705,C067,5.5,Clear and Sunny,22.3,122,1024.0,0.0,34,0,1.4,10.0,1.0,29.9,1,06:53 AM,06:44 PM
D1706,C067,12.0,Clear and Sunny,15.1,100,1026.0,0.0,15,0,11.3,10.0,1.0,17.3,1,06:52 AM,06:45 PM
D1707,C067,32.0,,9.0,270,1022.0,0.0,8,0,29.8,10.0,7.0,25.6,2,06:50 AM,06:45 PM
D1708,C067,18.0,,9.0,110,1026.0,0.0,7,0,18.0,10.0,1.0,19.8,1,06:50 AM,06:45 PM
D1709,C067,21.0,Clear and Sunny,6.8,190,1025.0,0.0,4,0,21.0,10.0,1.0,29.5,1,06:49 AM,06:45 PM
D1710,C067,19.0,,6.8,120,1023.0,0.0,9,0,19.0,10.0,1.0,27.4,1,06:48 AM,06:46 PM
D1711,C067,19.0,,4.0,90,1023.0,0.0,18,0,19.0,10.0,1.0,18.9,1,06:47 AM,06:46 PM
D1712,C067,19.0,,6.1,110,1022.0,0.0,26,0,19.0,10.0,1.0,15.9,3,06:46 AM,06:46 PM
D1713,C067,19.0,,6.1,120,1024.0,0.0,12,0,19.0,10.0,1.0,28.0,2,06:45 AM,06:47 PM
D1714,C067,19.0,,11.2,110,1024.0,0.0,11,0,19.0,10.0,1.0,23.4,1,06:44 AM,06:47 PM
D1715,C067,24.0,,6.1,20,1024.0,0.0,11,0,23.2,10.0,1.0,28.0,2,06:43 AM,06:47 PM
D1716,C067,21.0,,4.0,100,1022.0,0.02,31,0,21.0,10.0,1.0,31.1,1,06:42 AM,06:48 PM
D1717,C068,28.0,,11.2,290,1010.0,0.5,58,75,32.0,8.0,5.0,9.4,2,05:41 AM,06:28 PM
D1718,C068,23.0,,3.6,10,1015.0,0.1,83,75,25.1,6.0,5.0,1.8,4,05:42 AM,06:27 PM
D1719,C068,22.0,,3.6,136,1014.0,0.5,94,75,24.5,7.0,4.0,4.0,4,05:42 AM,06:27 PM
D1720,C068,22.0,,3.6,10,1014.0,0.0,88,50,24.5,7.0,6.0,1.8,3,05:42 AM,06:26 PM
